ISO3,Country,hdicode,region,hdi_rank_2021,gnipc_1990,gnipc_1991,gnipc_1992,gnipc_1993,gnipc_1994,gnipc_1995,gnipc_1996,gnipc_1997,gnipc_1998,gnipc_1999,gnipc_2000,gnipc_2001,gnipc_2002,gnipc_2003,gnipc_2004,gnipc_2005,gnipc_2006,gnipc_2007,gnipc_2008,gnipc_2009,gnipc_2010,gnipc_2011,gnipc_2012,gnipc_2013,gnipc_2014,gnipc_2015,gnipc_2016,gnipc_2017,gnipc_2018,gnipc_2019,gnipc_2020,gnipc_2021
GMB,Gambia,Low,SSA,174,2225.30222,2216.34454,2218.053517,2188.429762,2126.994089,2090.242407,2113.776048,2036.045413,2045.200665,2106.813579,2160.090431,2198.17511,2112.848015,2116.379005,2298.500371,2174.703256,2091.956395,2098.034103,2173.326311,2244.085241,2307.327416,2046.164707,2092.378476,2086.160286,1992.159137,2009.001962,1997.610808,2033.671644,2120.010674,2187.374229,2118.782628,2172.207664
GNB,Guinea-Bissau,Low,SSA,177,1692.466553,1664.252165,1688.978553,1680.351874,1701.613348,1712.790366,1745.878372,1842.475209,1480.393234,1651.898817,1667.731423,1652.037196,1631.682203,1601.846567,1614.032578,1644.346328,1659.457793,1679.535894,1672.09885,1692.404521,1738.971444,1850.401518,1769.702341,1736.28375,1803.191952,1847.650997,1916.35772,1929.166846,1830.731741,1980.343423,1879.724283,1908.24159
GNQ,Equatorial Guinea,Medium,SSA,145,3565.044156,3549.052859,3420.464139,3715.692003,3660.672098,3999.707401,4899.187314,8786.871458,10524.1856,13571.35657,10380.30292,12198.86091,15210.36391,14435.37642,16046.97793,19244.97593,24395.13773,27401.83123,26794.77059,26908.40292,19742.20078,20366.20055,21808.4842,21134.33022,20704.00467,21324.1916,19423.11989,16604.26721,15187.91496,13447.13572,12925.87114,12073.95993
GRC,Greece,Very High,,33,24528.83261,25174.74986,25173.1825,24423.52532,24660.63167,24930.50637,25162.90375,25963.03183,26691.18888,26931.16778,28360.54842,29416.54118,30202.22156,31764.3232,33027.56012,33703.24653,35015.78853,35883.04843,35400.57145,34125.0631,32426.75908,28849.61236,27795.0881,27200.16825,27850.41613,28208.72,28194.52399,28461.45581,28566.21672,29102.85675,26680.88796,29002.48545
GRD,Grenada,High,LAC,68,8146.417016,8494.559802,8456.85149,8060.280186,8190.693035,8183.305168,8462.4886,8826.030278,9727.916118,10330.65765,10675.43562,10253.07688,10468.69717,11452.12124,11050.78558,13433.94524,12855.43863,13427.23027,13555.53855,12214.12381,12502.10947,12675.81463,12426.59763,12734.95982,12844.95119,13219.27937,13914.87047,14465.19775,14975.50952,14983.78605,12840.52175,13483.5774
GTM,Guatemala,Medium,LAC,135,5418.05672,5550.418019,5654.359661,5746.26574,5832.859263,5967.310536,5974.445322,6096.628649,6277.400761,6354.995065,6429.056878,6466.899759,6489.62095,6518.684376,6565.087753,6637.018544,6819.812353,7094.537826,7251.743179,7124.626047,7154.329348,7297.912703,7437.35323,7557.667802,7734.793394,7932.534306,8028.858895,8147.871684,8289.389866,8494.49306,8241.444361,8723.285317
GUY,Guyana,High,LAC,108,2049.159711,1821.360115,2246.622794,2734.555406,3131.353857,3330.745028,3864.139763,4012.612071,4052.94473,4102.801767,4151.402418,4564.201948,4987.266603,5458.352277,6225.135326,6726.510578,7629.170601,8257.19914,8508.905182,8799.797611,9271.363136,9630.015485,10125.12291,10345.83647,11062.1673,10987.05531,11727.25724,11976.38567,12575.03496,13600.32652,18788.01779,22464.65734
HKG,"Hong Kong, China (SAR)",Very High,,4,27558.87774,28616.7525,30020.79536,32847.8129,34298.86193,34853.65562,35125.66311,36533.31084,34444.54001,34763.9644,36507.37075,36932.28811,36731.6446,38444.16282,41486.85698,43693.74717,47392.02745,50586.26831,52685.52983,49679.91377,52272.87898,54802.55324,54722.85329,56334.58765,57612.88188,58445.62821,59624.80273,62449.73774,63907.66372,62717.72811,58643.85895,62606.8454
HND,Honduras,Medium,LAC,137,3769.440986,3517.44538,3602.795533,3809.280026,3702.407233,3812.828005,3778.44985,3891.461586,3933.394637,3825.036517,3970.607254,3961.170386,3989.187498,4042.116288,4164.535959,4333.784928,4505.965646,4754.557467,4867.221752,4688.06038,4647.567903,4697.331439,4729.263681,4777.746731,4783.560934,4927.099416,5020.829616,5221.810955,5248.923663,5316.509508,4792.024122,5297.955301
HRV,Croatia,Very High,,40,,,,,,15115.84007,16210.57816,17328.05454,17628.52739,17319.80033,18044.47596,19278.5811,20441.25459,21217.23665,22438.17827,23222.27536,24318.48786,25583.76716,25822.04525,23844.58839,23678.44612,23773.74945,23275.98481,23583.58042,23578.51131,24734.00015,25176.61379,26760.92548,27784.40613,28898.00521,27185.25054,30132.28814
HTI,Haiti,Low,LAC,163,3527.984246,3525.466534,3273.608006,3036.434252,2631.702383,2846.641271,2915.655711,2938.367002,2946.763714,2970.778184,2938.848282,2879.051184,2858.829065,2908.172991,2825.643908,2857.074515,2878.092123,2963.849825,2995.821243,3125.148813,2905.829348,3011.380271,2985.249076,3063.860351,3076.331787,3110.377887,3126.953431,3165.56974,3174.807694,3083.646932,2939.863103,2847.500746
HUN,Hungary,Very High,,46,18323.85726,15902.7879,15530.03207,15918.77751,16323.53699,16323.3956,16326.4876,16600.35791,17275.91526,17805.53606,18526.67396,19431.06481,20656.23898,21580.32163,22622.09695,23355.02461,24094.02194,23921.45917,24289.06445,23379.07569,23597.39481,23814.05863,23596.14241,24483.8189,25259.66574,26281.74257,27615.68144,28307.73017,29638.3262,31464.44259,30487.04684,32789.01063
IDN,Indonesia,High,EAP,114,4202.15015,4507.435038,4747.871447,5042.223856,5398.846884,5737.73195,6110.92098,6290.178289,5237.048564,5117.711404,5314.879695,5603.790294,5819.946749,5963.605679,6132.296838,6376.755224,6680.941428,7022.246232,7389.49286,7633.704258,8058.514219,8430.620607,8819.450844,9171.014234,9472.816898,9815.404496,10197.40112,10589.12645,11030.26908,11453.54855,11141.56832,11466.06836
IND,India,Medium,SA,132,1790.407349,1768.858819,1828.853344,1880.994675,1969.856125,2082.000116,2201.077996,2249.544553,2345.162554,2509.046377,2552.804903,2634.934649,2694.230739,2856.486272,3034.450608,3222.757097,3426.91817,3646.928626,3698.175689,3933.116277,4189.433074,4361.090551,4529.016173,4758.303085,5056.665926,5401.490996,5732.913931,6116.059654,6449.18609,6650.054097,6107.493949,6589.980037
IRL,Ireland,Very High,,8,23391.17612,23894.07301,24295.49219,24939.27091,26340.14874,28236.59674,30007.58292,32438.36829,35071.54292,37184.08341,40412.06014,41520.77813,42417.42304,44000.67657,44733.47692,46725.35649,48191.57428,48328.55453,45256.81995,41347.50221,41667.89887,41143.12106,40945.23159,43349.89161,46428.53601,55490.8464,59305.86957,61729.40784,64098.84282,67253.22253,67735.8762,76168.98443
IRN,Iran (Islamic Republic of),High,SA,76,8631.088966,9496.163999,9575.856149,9519.871916,9210.350609,9287.944362,9640.168291,9576.532898,9667.874268,9656.20872,10084.59493,10049.84769,10653.83239,11429.75163,11751.33786,11981.71511,12465.95662,13365.68311,13260.29381,13199.8971,13812.72186,14011.26821,12896.64969,12711.73086,13078.65731,12730.15472,14245.07437,14562.92467,13536.54586,12401.10769,12624.41241,13000.7117
IRQ,Iraq,Medium,AS,121,7251.989012,2393.855928,2970.509078,4285.113096,3962.587742,3144.237702,4567.208649,5366.795481,7042.00098,7997.378904,7972.832311,7910.702206,7064.672937,4699.012182,7062.580562,7147.464207,7376.304498,7417.404968,8417.922987,8481.946329,8679.985923,8922.675892,9860.994781,10104.78849,9743.876802,9859.834601,10906.04372,10445.36711,10465.09393,10869.49515,9663.007644,9977.249073
ISL,Iceland,Very High,,3,31635.6394,31478.09325,30241.17063,30291.10844,30878.68035,30593.43829,31812.5681,33357.35116,35512.38364,36702.40516,37875.68092,39049.60374,40037.53056,39998.40633,41483.87127,43631.89546,44678.11201,48221.43966,40795.06391,37970.82214,37384.16258,39273.83731,40751.37618,46066.78901,46529.7034,48904.51421,52768.75433,53923.22172,56492.26004,58055.06597,54141.4547,55782.04981
ISR,Israel,Very High,,22,20864.37796,21725.05731,22583.41991,22937.6447,23939.77187,24786.53022,25737.28297,26287.80157,27012.95968,27184.46917,27991.28691,27949.08947,27407.78838,27023.12376,27777.7888,28844.25638,30012.16644,31136.79394,30788.48212,31003.44106,32085.50509,33026.89275,33231.73289,34530.46471,35876.7937,36704.39549,37937.41307,38924.31301,39620.10088,40633.62378,39015.07545,41523.74319
ITA,Italy,Very High,,30,36208.56056,36665.00975,36861.78313,36590.20921,37314.22695,38549.865,39253.99594,40176.18477,41091.27344,41883.29597,42800.14793,43809.33485,43948.71871,43882.52323,44254.6412,44251.98788,44658.82268,45095.50647,43633.27169,42078.36692,42150.60535,42043.25452,40576.27663,39517.53859,39490.18497,39796.6249,41115.42705,41812.97134,42450.93247,43121.80118,39900.63273,42839.51441
JAM,Jamaica,High,LAC,110,8141.983321,8467.927768,8557.333461,9274.49058,9311.131293,9437.174772,9334.610038,9137.857221,8839.144995,8850.995171,8854.704097,8906.665631,9023.370791,9296.902833,9366.114041,9398.15417,9620.011561,9709.069035,9707.006967,9107.809893,9089.00397,9215.326794,9306.382492,9213.48975,9242.289334,9184.322717,9152.259979,9327.09002,9365.908524,9503.655135,8474.815687,8834.47567
JOR,Jordan,High,AS,102,7568.222007,7079.469112,7786.734365,7776.234809,7800.519149,8035.294859,7946.10734,8115.183701,8276.80253,8396.382346,8829.120831,9173.268993,9435.058142,9663.500612,10310.50646,10811.63388,11280.26252,11719.83271,11853.65768,11813.53471,11229.70337,10921.28119,10562.26491,10314.95721,10170.84249,10032.8831,9959.457292,9953.727851,9967.349228,10072.72061,9788.721555,9923.714974
JPN,Japan,Very High,,19,35578.79714,36649.80697,36898.38045,36606.24443,36176.6892,37026.79769,38090.07386,38270.54519,37789.3161,37533.8899,38375.43131,38484.13876,38355.44101,38783.26514,39556.25235,40079.83225,40407.54524,40891.01444,39575.23333,37855.03733,39152.92818,38863.25616,39328.17159,40275.25131,40482.79312,41874.21537,42421.08469,43040.54532,43086.85266,43375.7894,41487.05103,42274.29134
KAZ,Kazakhstan,Very High,ECA,56,13703.11871,12209.83565,11610.37615,10591.41835,9366.238725,8763.226512,8916.285685,9183.221889,9171.225356,9349.748318,9993.544494,11521.95903,12765.0785,13734.71075,14758.68163,15396.17221,16317.19092,17274.6335,16779.20776,17769.16532,17976.27447,18264.09656,19217.17935,21068.97379,21752.92385,23136.8885,22005.08356,22157.8711,22171.8375,22786.55302,23325.00389,23942.81837
KEN,Kenya,Medium,SSA,152,3448.048818,3369.514501,3242.159922,3088.073787,3102.447584,3192.649716,3281.266957,3220.329605,3246.290274,3217.904046,3159.193714,3187.712989,3125.099733,3125.404705,3203.882807,3326.610393,3437.795658,3567.161688,3489.588814,3058.14906,3246.81456,3402.901672,3432.866608,3445.657082,3542.10425,3675.554026,4089.709912,4126.283437,4273.498235,4381.487855,4266.967466,4473.570344
KGZ,Kyrgyzstan,Medium,ECA,118,5142.118591,4678.506292,3991.41314,3361.234013,2628.271232,2453.120945,2603.298478,2776.016503,2766.706583,2782.348363,2888.322386,3086.618842,3069.604945,3262.038416,3396.482032,3394.227671,3533.266593,3813.744666,3978.47981,4053.88964,3889.734936,3867.145395,4160.447227,4379.803244,4540.283615,4632.765992,4659.189545,4803.232306,4978.956446,4750.777239,4494.5007,4566.303831
KHM,Cambodia,Medium,EAP,146,1007.601253,1041.390007,1079.848145,1095.719377,1105.124166,1170.658159,1194.41143,1223.286705,1239.735806,1349.517478,1444.546732,1526.759144,1583.453563,1699.051803,1840.307114,2039.208488,2228.221097,2435.242842,2542.49133,2498.362445,2602.172685,2736.294927,2869.323018,3062.342747,3195.928321,3329.290811,3501.466995,3684.459668,3864.496775,4123.001845,4032.751435,4078.697154
KIR,Kiribati,Medium,EAP,136,1877.076693,1831.138665,2288.651043,2259.066259,2258.823159,2217.047675,2215.765405,2197.427498,2261.676514,2154.392668,2236.07937,3526.955715,3311.557766,3092.681588,2975.522746,2974.172053,2876.388874,2918.741537,2849.907607,2635.59129,2724.164428,2594.087007,2917.619539,3258.613856,3705.649317,4484.719183,3998.339731,4277.843684,4251.548646,4673.024716,4074.115486,4062.586034
KNA,Saint Kitts and Nevis,High,LAC,75,16158.29547,15573.09808,15870.94859,16711.09332,17415.83068,18371.41129,18939.01031,19892.8389,19242.33711,19595.6866,21382.2469,22135.55983,22072.57967,20648.14097,21564.12759,23569.26264,24421.80971,24469.21157,25740.42117,24470.42016,24254.5162,24533.43415,23949.32511,25112.64024,26349.63781,26383.79782,26913.35809,25739.42918,26371.81679,26727.53894,24474.88162,23358.33212
KOR,Korea (Republic of),Very High,,19,12641.31667,13865.72172,14567.79055,15412.08635,16649.35858,18043.99441,19287.69497,20246.02269,18907.77671,20978.02754,22801.04448,23724.11341,25490.7206,26163.70029,27465.43359,28433.86694,29901.61423,31488.49601,32281.54194,32312.88003,34443.54124,35598.27827,36410.47352,37248.45937,38144.21084,38948.32998,39959.57395,41124.36929,42115.21132,43163.03806,42698.12802,44500.93187
KWT,Kuwait,Very High,AS,50,43678.51047,28103.38148,46194.32954,60636.73609,68059.46375,75892.07305,75893.34076,76685.19001,75432.50511,66303.36162,66691.96827,62937.94206,60860.0865,69452.43947,77531.22634,83609.15628,87527.31767,86266.58606,80696.45086,70105.48692,65518.94118,66856.94387,67190.48478,66072.10343,64205.53624,61203.47424,60888.65689,58767.65534,58030.87808,57254.52971,52967.77768,52919.76137
LAO,Lao People's Democratic Republic,Medium,EAP,140,1944.015486,1971.628855,2025.237334,2088.683032,2192.719477,2297.231942,2402.74048,2466.484765,2506.091886,2677.889547,2715.059938,2831.486058,2987.358599,3062.282551,3279.195247,3507.579735,3310.576061,3931.584401,4114.629169,4434.991046,4547.982796,4815.017769,5161.40393,5527.596205,5920.13672,6252.660836,6599.671395,6874.763168,7238.511591,7518.657148,7651.700741,7699.579617
LBN,Lebanon,High,AS,112,9196.571176,10999.15835,12403.2203,12822.9799,13382.30811,13844.4596,14884.52454,14727.6782,14956.28485,14715.15309,14641.01969,14303.66653,13498.13029,11548.22517,13723.97772,14138.56631,14401.34173,16062.98559,17274.97518,18470.48039,19248.7465,18628.30996,17964.63874,17437.60574,16794.97735,16178.16274,15891.85225,15980.11283,15586.30415,14377.64877,11201.42116,9525.831467
LBR,Liberia,Low,SSA,178,1825.789144,1593.527109,1054.331589,715.5722036,557.0866659,518.1478929,549.8104414,1053.348615,1273.873734,1226.603316,1596.838046,1584.783856,1605.92906,1102.742096,1110.484353,1139.17391,1189.735474,1253.227325,1288.458451,1303.892719,1334.641591,1398.769059,1467.404727,1552.5827,1523.60259,1484.924981,1425.324418,1424.468657,1406.047065,1338.470653,1267.657717,1288.74235
LBY,Libya,High,AS,104,14478.84909,16347.65461,15540.54357,14633.29408,14607.17074,14004.17195,14052.89182,14560.82282,13857.3438,13710.48835,13784.74272,13663.37255,13595.56033,15504.65622,15783.43871,17476.95661,18761.28499,19546.14203,19191.74264,18083.09796,18662.58731,9229.557288,16671.4704,13812.40286,10753.74104,10854.91959,10430.01119,13686.02253,15526.25699,15687.71125,10630.28113,15335.712
LCA,Saint Lucia,High,LAC,106,10542.20907,10403.95061,11138.02825,10916.08186,11018.15952,10928.22021,11544.87993,11316.10732,11923.83887,12232.4876,12081.4834,11485.6162,11624.43831,11867.63418,12419.83475,12261.15077,13213.61333,13176.60524,13611.25403,13541.96931,13547.06624,14251.38425,13999.38477,13695.79921,13276.47931,12895.19596,13610.78582,14130.1393,14453.44581,14380.56973,11353.06871,12048.30381
LIE,Liechtenstein,Very High,,16,86898.22707,90463.72151,90095.67947,89361.04078,90233.13581,90630.95653,93346.84613,101287.7941,112134.1456,120086.953,124090.482,111780.8032,107554.8731,101360.7635,100188.7953,107644.6536,119446.3713,132438.9834,128464.7415,109025.1935,114105.8603,101656.9339,90018.01203,102002.0218,105224.7206,106691.3759,126592.3497,141328.1835,144933.8638,146186.9796,142613.9109,146829.7006
LKA,Sri Lanka,High,SA,73,3857.335366,3982.342083,4134.343499,4383.200867,4557.97796,4740.089196,4881.180656,5177.27301,5368.480423,5557.070543,5850.024609,5723.106272,5918.854008,6253.377245,6534.764141,6872.356869,7332.785758,7795.922241,8104.579428,8424.438251,9041.182312,9746.385707,10541.47321,10748.55286,11181.46391,11600.29333,11961.24757,12250.94548,12509.74227,12699.55204,12208.46787,12578.22055
LSO,Lesotho,Low,SSA,168,2391.73844,2288.9999,2274.089439,2271.234945,2231.258477,2227.273616,2293.475494,2392.017605,2747.531806,2746.813803,2678.852288,2646.6503,2681.354652,2792.87704,2782.434202,2670.536131,2686.451808,2976.207122,3074.951173,2916.204121,3004.195059,2937.125676,3004.064818,2998.102546,2951.831616,3046.013954,3165.809722,3031.409555,2997.479203,2959.46875,2676.630183,2700.435748
LTU,Lithuania,Very High,,35,15372.70508,14515.93603,11472.76501,9649.289894,8749.794986,9057.384378,9955.970747,11067.73287,11905.08217,12004.8005,12815.86855,13815.5806,14974.65542,16462.18601,18470.36986,20467.18814,21892.72195,24341.03324,25922.42946,23068.45458,23319.32486,24538.41744,25601.69818,26958.98289,28610.72871,29301.09772,30786.23947,32541.17287,33963.01256,35705.28941,36076.54329,37931.30359
LUX,Luxembourg,Very High,,17,60748.57162,64704.86147,63988.76049,66127.32226,65931.02469,68122.96733,69216.70676,72119.6537,71599.08344,76724.83651,78558.31204,79030.83314,75887.83168,73474.47738,84564.32485,87012.00638,82926.69144,93173.94869,87146.29368,67785.36384,75754.521,76932.51077,85299.29025,80965.91409,83495.1083,74254.42678,77076.00087,82296.95125,81398.52451,76018.56437,80285.84238,84649.47467
LVA,Latvia,Very High,,39,17548.40684,15796.81227,10258.69473,8843.247431,9027.031822,9271.244551,9574.118103,10203.41645,11171.67448,11572.9806,12182.65733,13247.32117,14202.08339,15526.48086,16863.32718,19008.8348,21235.12436,24269.96109,24042.56028,22701.32514,20902.91306,21970.60507,23245.50419,24172.55493,24833.9538,25952.38949,27395.61007,28601.52573,29894.57755,31058.91587,31101.79957,32803.23423
MAR,Morocco,Medium,AS,123,3707.987309,3893.979178,3757.469974,3644.378573,3986.447718,3696.196496,4127.357914,4004.464448,4265.93096,4261.310032,4284.930384,4548.903983,4649.568861,4878.101878,5072.215916,5206.14294,5529.265636,5668.725192,5941.807867,6044.968224,6196.297658,6415.332138,6496.05825,6738.780232,6754.424121,6991.730986,6969.179337,7168.724522,7301.739349,7398.11725,6881.631266,7302.81917
MCO,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Moldova (Republic of),High,ECA,80,14243.82394,11727.66076,8242.950799,8178.105482,5673.553405,5647.628664,5532.301662,5638.947083,5198.249816,5083.752625,5303.632747,5774.425033,6375.918976,6923.955044,7575.286812,8139.956213,8426.589953,8524.627537,9227.222339,8382.030556,9147.874347,9659.308093,9835.445363,10735.73531,11204.00807,10957.02179,11540.90096,12315.48679,12952.69015,13704.8965,12822.36442,14875.33189
MDG,Madagascar,Low,SSA,173,1781.244735,1608.480191,1596.031454,1584.924367,1526.520999,1506.051087,1506.019116,1517.086441,1530.907274,1558.499286,1583.262569,1629.996113,1385.385729,1476.263466,1513.377245,1529.064221,1561.651344,1627.542304,1689.493909,1571.309425,1532.139834,1515.81552,1496.277412,1486.198892,1505.548661,1494.630382,1507.431247,1541.173158,1548.073162,1559.741867,1419.679656,1483.520983
MDV,Maldives,High,SA,90,8184.507833,8558.033905,8842.705788,9141.683215,9513.940156,9966.142523,10950.14192,11731.66643,12074.87414,12728.74921,13198.07411,12323.64223,13057.83152,14280.85292,14838.70168,12855.1297,15736.31745,13737.97058,15128.71265,13877.43754,14199.80449,15056.72855,14980.45541,15088.5491,15720.58858,15717.36243,16155.58596,16631.32167,17147.30852,17710.77696,11773.26598,15448.12788
MEX,Mexico,High,LAC,86,14478.93425,14895.23039,15159.62013,15226.64346,15693.75777,14266.22566,15045.65751,15959.72196,16530.8313,16797.98889,17380.34283,17117.46397,16899.50116,16906.56362,17372.44081,17414.40728,18033.14918,18145.5403,18132.72339,16875.67194,17575.83104,17892.18263,18233.04546,18061.00979,18423.54338,18777.73886,19021.831,19209.21915,19385.89225,19096.57525,17234.78062,17896.29498
MHL,Marshall Islands,Medium,EAP,131,3882.06304,3794.526435,4013.924691,4223.778283,4457.689088,4822.140558,4338.127309,4130.505064,4241.190962,4288.376549,4349.440668,4555.632878,4485.781282,4360.960214,4301.059971,4414.667322,4270.59709,4401.900551,4001.182216,4129.404839,4242.328294,4240.101358,3956.773561,4238.739586,4361.535384,4747.619065,4714.772323,4771.761214,4852.882347,4956.337016,4727.402503,4619.535393
MKD,North Macedonia,High,ECA,78,,,,,,8969.877253,9028.909698,9108.053762,9367.364239,9687.861694,10065.54275,9823.227143,10002.85397,10184.36146,10692.68095,11046.98165,11754.26935,11959.5747,13054.44457,13046.265,13364.5355,13606.37929,13472.13216,13813.84666,14359.46958,14686.7385,14934.67765,15084.56736,15457.19391,15981.25068,15310.7911,15917.75283
MLI,Mali,Low,SSA,186,1409.193137,1548.880292,1460.367638,1472.333934,1470.547585,1435.609201,1496.784482,1526.123265,1601.790029,1657.017601,1614.905697,1741.740136,1718.883953,1870.453761,1841.293378,1900.573317,1913.736974,1917.362328,1952.537578,1947.600342,2000.079768,2007.607523,1928.19902,1928.51529,2019.311879,2091.013072,2137.343333,2173.555623,2217.611028,2241.781851,2131.591455,2132.629443
MLT,Malta,Very High,,23,19325.52075,20114.01522,20618.92487,21172.83139,21786.23987,22786.05675,23277.92564,24294.24855,24832.67871,26399.64597,26560.46844,27166.32577,27695.7023,28319.26589,28172.57148,28205.89598,28520.40444,29500.4094,31482.02982,29769.12819,31289.63547,32203.80094,32462.76512,33661.96666,35403.22009,37716.50048,36635.29704,38304.2029,40070.42113,40611.11949,35645.06549,38884.45623
MMR,Myanmar,Medium,EAP,149,535.9079226,552.3778784,588.1361283,620.8380489,657.9790293,693.9910173,727.1055167,741.9688698,781.0133633,867.1417547,963.9923913,1065.313524,1191.647254,1342.271617,1511.335308,1698.983452,1897.766025,2094.31213,2298.024551,2518.247738,2694.960963,2846.926656,2997.036412,3210.391303,3427.808642,3504.411587,3891.244863,4109.517194,4336.410687,4582.102317,4723.195885,3850.524234
MNE,Montenegro,Very High,ECA,49,,,,,,8537.209614,10905.30394,11651.02292,12224.1288,11238.68602,12893.49139,13036.55699,13355.18835,13700.92866,14194.16936,14187.27963,15452.2313,16416.64572,17623.23572,16362.48821,16632.47158,17408.12004,17062.97966,17700.79268,17892.61687,18649.82217,18948.91492,20086.50445,20925.34711,21772.62933,18546.1188,20838.80129
MNG,Mongolia,High,EAP,96,4504.317395,4322.102478,3952.230458,3652.918707,3824.861977,4144.403275,4199.838163,4327.058952,4484.445673,4562.761498,4568.853981,4617.695415,4837.523504,5085.132909,5752.272436,5894.009596,6366.896166,6850.865763,7294.139198,7001.641084,6956.991224,7981.423111,8824.576367,9903.99011,10189.2346,10239.78955,10176.56453,9773.631152,10960.06887,11098.9151,10626.79022,10588.22532
MOZ,Mozambique,Low,SSA,185,454.4532422,468.5158907,416.0326599,443.6379281,454.0150897,453.3346981,495.3317821,539.4091129,574.5077892,628.1710007,610.6555805,660.472833,655.3921968,738.2520893,776.4451833,787.7008049,815.39309,865.3927795,908.1448851,968.4701108,995.2601972,1056.245836,1116.823506,1163.397474,1205.310147,1240.456932,1247.861871,1245.447702,1265.815831,1257.939477,1206.852988,1198.073924
